internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
147297001,Geoglossum difforme,FUNGI,ASCOMYCOTA,GEOGLOSSOMYCETES,GEOGLOSSALES,GEOGLOSSACEAE,Geoglossum,difforme,,,,,Fr.,"<em>G. peckianum</em> is accepted here as a synonym (following Hustad <em>et al.</em> 2013) - this name is used in some European countries (e.g. Germany). The status of GBIF occurrences in North America compared to Europe is uncertain, but for the time being we assume that they are conspecific in accordance with related taxa whose distribution in Europe and North America has been confirmed by DNA. Provisionally, a few occurrences from Japan and New Zealand are regarded as probably related species."
64081145,Anzia centrifuga,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Anzia,centrifuga,,,,,Haugan,"This lichen species is easy to recognize in the field by lichenologists. The species' taxonomy is well defined and it is the only species of this genus in the Madeira archipelago. The species grows over rocks and adnate to loosely attached to the substrate. The thallus is orbicular up to 30 cm in diameter,&#160;dying at the center of the thallus; the colour is pale grey. The thallus has numerous apothecia. Lobes are 1-2 mm wide, dichotomously branched, more or less overlapping, lobe tips showing calcium oxalate deposits. The medulla has a chondroid axis. The lower side is with a black, foam-like layer of short, interwoven rhizines characteristic of this genus. Secondary metabolites include atranorin and several unknown terpenoids."
209474380,Cortinarius viridans,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,viridans,,,,,Bellanger &amp; Loizides,"<em>Cortinarius viridans</em> was described as new species in 2021, based on a monographic treatment of sect. <em>Leprocybe </em>in Europe, including extensive sampling in the Mediterranean region (Bidaud <em>et al.</em> 2021, cf. also Ammirati <em>et al</em>. 2021). The species is a close sister species to the frondose/Abies forest associate <em>C. melanotus</em>."
209594992,Panaeolus sylvaticus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,NOT ASSIGNED,Panaeolus,sylvaticus,,,,,Silva-Filho &amp; Cortez,"This species was described by Silva-Filho <em>et al.</em> (2019), from material collected in Paraná state, southern Brazil. Currently, the species has no synonyms and the epithet refers to the Latin name the forest (sylva), the habitat of this species."
209595443,Coltricia permollis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,HYMENOCHAETALES,HYMENOCHAETACEAE,Coltricia,permollis,,,,,Baltazar &amp; Gibertoni,
209595341,Phallus aureolatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,PHALLALES,PHALLACEAE,Phallus,aureolatus,,,,,L. Trierveiler-Pereira &amp; A.A.R. de Meijer,
209595073,Mycobonia brunneoleuca,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Mycobonia,brunneoleuca,,,,,(Berk. &amp; M.A. Curtis) Pat.,
209595360,Lactifluus marielleae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Lactifluus,marielleae,,,,,J. Duque &amp; M.A. Neves,
209595344,Polyporus sapurema,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Polyporus,sapurema,,,,,Möller,"<em>Polyporus sapurema</em> has been confused with <em>Polyporus indigenous </em>since both species grow from a pseudosclerotia, and are known as “Indian Bread” The two species are morphologically and phylogenetically distinct and are easily separated in the field."
209595336,Phallus glutinolens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,PHALLALES,PHALLACEAE,Phallus,glutinolens,,,,,(Möller) Kuntze,"<em>Phallus glutinolens</em> (Möller) Kuntze was first described by Möller (1895) in the genus <em>Ithyphallus</em> Gray, a genus erected to accommodate phalloid species without indusium (veil). In 1898, the species was combined to the genus <em>Phallus</em> Junius ex L. by Kuntze. An emendation for the species was published by Trierveiler-Pereira <em>et al</em>. (2009) to add morphological data of mature basidiomata."
209595424,Fomitiporia atlantica,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,HYMENOCHAETALES,HYMENOCHAETACEAE,Fomitiporia,atlantica,,,,,"Alves-Silva, Reck &amp; Drechsler-Santos","It bears similarities with its sister species, <em>F. subtilissima</em>, and also species of <em>F. apiahyna </em>complex, but is readily recognizable by its robust and imbricate basidiomata and large spores."
209595320,Atroporus diabolicus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Atroporus,diabolicus,,,,,(Berk.) Ryvarden,"<em>Polyporus diabolicus </em>Berk.= <em>Polyporus vernicosus </em>Berk. <em>Atroporus diabolicus </em>was considered as a synonym of <em>Neodictyopus dictyopus </em>(= <em>Polyporus dictyopus</em>), however with detailed morphological and phylogenetic analyses it was confirmed as an independent species (Palacio <em>et al.</em> 2017)."
209595462,Gerronema viridilucens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,NOT ASSIGNED,Gerronema,viridilucens,,,,,"Desjardin, Capelari &amp; Stevani",
209595437,Blumenavia crucis-hellenicae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,PHALLALES,PHALLACEAE,Blumenavia,crucis-hellenicae,,,,,"G. Coelho, Sulzbacher, Grebenc &amp; Cortez","<em>Blumenavia crucis-hellenicae</em> was proposed as a new species by G. Coelho, Sulzbacher, Grebenc &amp; Cortez in 2020 (Melanda <em>et al</em>. 2020). Specimens from Brazil were previously erroneously identified as <em>Blumenavia angolensis</em> (Welw. &amp; Curr.) Dring, an African species (Trierveiler-Pereira <em>et al</em>. 2014, 2019)."
209595252,Trametopsis brasiliensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,IRPICACEAE,Trametopsis,brasiliensis,,,,,(Ryvarden &amp; de Meijer) Gómez-Mont. &amp; Robledo,<em>Trametopsis brasiliensis</em> was described in 2002 in the genus <em>Antrodiella</em> (Ryvarden and de Meijer 2002) and later transferred to <em>Trametospis</em> based on molecular and morphological data (Gomez-Montoya <em>et al</em>. 2017). Its phylogenetic placement was first studied by Miettinen <em>et al</em>. (2012) when the type specimen was sequenced.
209595557,Ophiocordyceps ainictos,FUNGI,ASCOMYCOTA,SORDARIOMYCETES,HYPOCREALES,OPHIOCORDYCIPITACEAE,Ophiocordyceps,ainictos,,,,,"(Möller) G.H. Sung, J.M. Sung, Hywel-Jones &amp; Spatafora","<em>Ophiocordyceps ainictos</em> was originally described as <em>Cordyceps ainictos</em> Möller. The species is readily recognizable for bearing two types of stromata: one capitate with immersed perithecia&#160;and the other linear with superficial&#160;perithecia. This unique morphology was suggested as representing two distinct species (Petch 1935), but the morphology of both the type illustration and the recent record are indisputably very similar."
154531597,Russula galbana,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,galbana,,,,,T. Lebel,
209742938,Parmotrema bifidum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmotrema,bifidum,,,,,A.A. Spielm. &amp; Marcelli,
209742965,Parmotrema pachydermum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,PARMELIACEAE,Parmotrema,pachydermum,,,,,"(Hue) O. Blanco, A. Crespo, Divakar, Elix &amp; Lumbsch","Hue (1899) described <em>Parmelia pachyderma</em> from Montevideo, Uruguay. Hale (1976) combined it in the genus <em>Everniastrum</em>, and Culberson and Culberson (1981) described it in the new endemic genus <em>Concamerella</em>. In 2005, based on genetic evidence from <em>Concamerella fistulata</em> (Tayl.) W Culb. &amp; C. Culb., the&#160;<em>Parmotrema pachydermum</em> species was finally placed in the genus <em>Parmotrema</em> (Blanco <em>et al</em>. 2005)."
211814818,Tylopilus dunensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Tylopilus,dunensis,,,,,A.C. Magnago &amp; M.A. Neves,
211814728,Marasmius horridulus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,MARASMIACEAE,Marasmius,horridulus,,,,,Singer,"<em>Marasmius horridulus</em> Singer was collected in Manaus, Amazonas State, Brazil by Rolf Singer in 1978, and this single collection was properly described in 1989. <em>Marasmius horridulus</em> has been misidentified as <em>Crinipellis</em>."
211814789,Ceriporia amazonica,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,IRPICACEAE,Ceriporia,amazonica,,,,,"A.M.S. Soares, Sotão &amp; Ryvarden",
211977955,Phlebopus bruchii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETINELLACEAE,Phlebopus,bruchii,,,,,(Speg.) Heinem. &amp; Rammeloo,"<em>Phlebopus bruchii</em> (≡ <em>Boletus bruchii</em> Speg.) was described by Spegazzini (1926a,b). The species was synonymized with <em>Phlebopus tropicus</em> (Rick) Heinem. &amp; Rammeloo (under <em>Phaeogyroporus tropicus</em> (Rick) Singer) (Singer 1949), however the morphological characters support its current placement as an independent species in <em>Phlebopus</em> (Heinemann and Rammeloo 1982)."
211978019,Hericium rajchenbergii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,HERICIACEAE,Hericium,rajchenbergii,,,,,Robledo &amp; Hallenb.,"<em>Hericium rajchenbergii</em> Robledo &amp; Hallenberg was described from Córdoba Mountains, central Argentina (Hallenberg <em>et al</em>. 2012). The species has no synonyms. It represents an independent lineage related to <em>Hericium coralloides</em> (Scop.) Pers. and Hericium novae-zelandiae (Colenso) Chr.A. Sm. &amp; J.A. Cooper."
194674651,Trapeliopsis bisorediata,FUNGI,ASCOMYCOTA,LECANOROMYCETES,NOT ASSIGNED,TRAPELIACEAE,Trapeliopsis,bisorediata,,,,,McCune &amp; F.J. Camacho,Trapeliopsis bisorediata was described as a new species in 2002 (McCune <em>et al</em>. 2002).
194662559,Xylopsora canopeorum,FUNGI,ASCOMYCOTA,LECANOROMYCETES,UMBILICARIALES,UMBILICARIACEAE,Xylopsora,canopeorum,,,,,"Timdal, Reese Næsborg &amp; Bendiksby","This species was described by Bendiksby <em>et al.</em> (2018), and the type specimen was found in Big Basin Redwoods State Park, Santa Cruz County, CA."
213314289,Ramalina menziesii,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,RAMALINACEAE,Ramalina,menziesii,,,,,Taylor,
217153181,Rhizopogon yakushimensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,RHIZOPOGONACEAE,Rhizopogon,yakushimensis,,,,,"Y. Sugiy., M. Murata &amp; K. Nara",
217153155,Rhizopogon togasawarius,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,RHIZOPOGONACEAE,Rhizopogon,togasawarius,,,,,"Mujic, K. Hosaka &amp; Spatafora",
217580600,Butyriboletus abieticola,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Butyriboletus,abieticola,,,,,(Thiers) D. Arora &amp; J.L. Frank,"Described as <em>Boletus abieticola</em> (Thiers 1975) from a California, USA collection, it was later transferred to the genus <em>Butyriboletus</em> (Arora and Frank 2014)."
217580637,Butyriboletus autumniregius,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Butyriboletus,autumniregius,,,,,D. Arora &amp; J.L. Frank,"For many years, this species was one of three western North American 'cryptic' species being called <em>Boletus regius</em> Krombholz (Thiers 1975, Arora 1986).  Arora and Frank (2014) described three new western North American species, and erected the genus <em>Butyriboletus </em>for the group of closely related 'butter boletes'."
217580565,Aureoboletus citriniporus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Aureoboletus,citriniporus,,,,,(Halling) Klofac,"Described as <em>Boletus citriniporus</em> (Halling 1977), from a California, USA, collection made in the Sierra Nevada foothills, it was later transferred to the genus <em>Aureoboletus</em> (Klofac 2010)."
217580629,Butyriboletus persolidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Butyriboletus,persolidus,,,,,D. Arora &amp; J.L. Frank,"Long called by the European species, <em>Boletus appendiculatus</em> Schaeffer (Thiers 1975, Arora 1986), the western North American species was described as a distinct species, and the group of closely related ""butter boletes"" were given a new genus, <em>Butyriboletus</em> (Arora and Frank 2014)."
189959304,Cantharellus densilamellatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,densilamellatus,,,,,Buyck &amp; V. Hofst.,
189958719,Cantharellus gracilis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,gracilis,,,,,Buyck &amp; V. Hofst.,There is some confusion between this species and <em>Cantharellus microcibarius</em> (see Buyck <em>et al</em>. 2013).
189959024,Cantharellus griseoisabellinus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,griseoisabellinus,,,,,"Buyck, Henkel &amp; V. Hofst.",
217821576,Cantharellus heinemannianus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,heinemannianus,,,,,Eyssart. &amp; Buyck,
189959447,Cantharellus humidicola,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,humidicola,,,,,Buyck &amp; V. Hofst.,
189310935,Cantharellus hygrophoroides,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,hygrophoroides,,,,,"S.C. Shao, Buyck &amp; F.Q. Yu",
189959900,Cantharellus guineensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,guineensis,,,,,De Kesel &amp; Yorou,
189311373,Cantharellus roseofagetorum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,roseofagetorum,,,,,"I. Olariaga, G. Moreno, J.L. Manjon, I. Salcedo, V. Hofstetter, D. Rodríguez &amp; B. Buyck",
217821763,Cantharellus ruber,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,ruber,,,,,Heinem.,
217821766,Cantharellus schmitzii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,schmitzii,,,,,Heinem.,
189959832,Cantharellus tomentosoides,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,tomentosoides,,,,,Buyck &amp; V. Hofst.,
217821439,Cantharellus cibarioides,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,cibarioides,,,,,(Heinem.) Buyck,"This species was originally described as <em>Goossensia cibarioides</em>, but has subsequently been moved to <em>Cantharellus</em> (Buyck 2014)."
189959737,Cantharellus miomboensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,miomboensis,,,,,Buyck &amp; V. Hofst.,
217821684,Cantharellus isabellinus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,isabellinus,,,,,Heinem.,
189959463,Cantharellus hydnoides,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,hydnoides,,,,,Buyck &amp; V. Hofst.,
217821776,Craterellus subperforatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Craterellus,subperforatus,,,,,(A.H. Sm.) Eyssart. &amp; Buyck,
189310326,Craterellus parvogriseus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Craterellus,parvogriseus,,,,,"U. Singh, K. Das &amp; Buyck",
189959771,Cantharellus subfloridulus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,subfloridulus,,,,,Buyck &amp; V. Hofstett.,
189958099,Cantharellus solidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,solidus,,,,,"De Kesel, Yorou &amp; Buyck",This species potentially should not be placed in the genus <em>Cantharellus</em>&#160;(I. Olariaga Ibarguren pers. comm. 2022).
189960005,Cantharellus pseudomiomboensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,pseudomiomboensis,,,,,De Kesel &amp; Kasongo,
217821736,Cantharellus nothofagorum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,nothofagorum,,,,,G.M. Muell. &amp; R.H. Petersen,
189958732,Cantharellus minutissimus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,minutissimus,,,,,Buyck &amp; V. Hofst.,
217821702,Cantharellus luteopunctatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,luteopunctatus,,,,,(Beeli) Heinem.,
189311949,Cantharellus incrassatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,incrassatus,,,,,Buyck &amp; V. Hofst.,
189958995,Cantharellus albidosquamosus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,albidosquamosus,,,,,"Buyck, T.W. Henkel &amp; V. Hofst.",
217821562,Cantharellus densifolius,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Cantharellus,densifolius,,,,,Heinem.,
172733295,Dendrothele pitrae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CORTICIALES,CORTICIACEAE,Dendrothele,pitrae,,,,,Gresl. &amp; Rajchenb.,
154472574,Humidicutis arcohastata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Humidicutis,arcohastata,,,,,(A.M. Young) A.M. Young,
126002848,Polyporus efibulatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Polyporus,efibulatus,,,,,A.M.Ainsw. &amp; Ryvarden,"Now recombined as <em>Polyporus efibulatus</em> (A.M. Ainsw. &amp; Ryvarden) Melo &amp; Ryvarden, Syn. Fung. (Oslo) 37: 353 (2017)"
147129245,Arrhenia discorosea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Arrhenia,discorosea,,,,,"(Pilát) Zvyagina, Aleks. &amp; Bulyonk.",
147322131,Gloioxanthomyces vitellinus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,NOT ASSIGNED,Gloioxanthomyces,vitellinus,,,,,"(Fr.) Lodge, Vizzini, Ercole &amp; Boertm.","<em>Gloioxanthomyces vitellinus</em> (Fr.) Lodge, Vizzini, Ercole &amp; Boertm. is a European species which belongs in the new genus <em>Gloioxanthomyces</em>, close to the N American species <em>G. nitidus</em> (Lodge <em>et al</em>. 2013). There is an epitype selected from Sweden (Lodge <em>et al</em>. 2013, <em>cf.</em> Bergelin 2012). GBIF occurrences of<em> G. vitellinus</em> in N America should be <em>G. nitidum</em>, and other non-European occurrences in GBIF are also doubtful (cf. Lodge <em>et al</em>. 2013), and will not be further treated here. In some European countries there is probably confusion with <em>Chromosera (Hygrocybe) citrinopallida </em>(A.H. Sm. &amp; Hesler) Vizzini &amp; Ercole which is mostly an alpine species; this species e.g. lack a viscid/slimy lamellae edge and has completely different spores (Boertmann 1990). The central European interpretation of <em>H. vitellina</em> is apparently sometimes <em>Hygrocybe ceracea</em> (Boertmann 2010)."
180096939,Bacidia schweinitzii,FUNGI,ASCOMYCOTA,LECANOROMYCETES,LECANORALES,RAMALINACEAE,Bacidia,schweinitzii,,,,,(Fr. ex Tuck.) A. Schneid.,"<em>Bacidia schweinitzii</em> was described over a century ago and has been treated taxonomically in multiple detailed treatments (e.g. Ekman 1996, Lendemer <em>et al</em>. 2016). It is a highly distinctive crustose lichen that can easily be recognized in the field and laboratory."
122090261,Calocybe gambosa,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,LYOPHYLLACEAE,Calocybe,gambosa,,,,,(Fr.) Singer,
122090207,Agaricus arvensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Agaricus,arvensis,,,,,Schaeff.,
122090210,Agaricus bitorquis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Agaricus,bitorquis,,,,,(Quél.) Sacc.,
122090215,Agaricus campestris,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Agaricus,campestris,,,,,L.,"Note that&#160;<em>Agaricus campestris var. floccipes</em>&#160;(F.H. Møller) Pilát, is treated as a synonym of&#160;<em>Agaricus moellerianus</em>&#160;Bon (Index Fungorum 2019)."
122090218,Agaricus sylvaticus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Agaricus,sylvaticus,,,,,Schaeff.,
122090475,Coprinus comatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Coprinus,comatus,,,,,(O.F.Müll.) Pers.,
122090665,Lycoperdon perlatum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,LYCOPERDACEAE,Lycoperdon,perlatum,,,,,Pers.,
122090225,Albatrellus confluens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,ALBATRELLACEAE,Albatrellus,confluens,,,,,"(Alb. &amp; Schwein.) Kotl. &amp; Pouzar,",
122090234,Boletus edulis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,edulis,,,,,Bull.,
122090237,Boletus pinophilus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,pinophilus,,,,,Pilát &amp; Dermek,"Recent taxonomic revisions of western North American populations indicate that this is a distinct species,&#160;<em>B. rex-veris;</em>&#160;and that populations in eastern North America also represent a separate species too."
122090240,Boletus reticulatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,reticulatus,,,,,Schaeff.,
138329440,Imleria badia,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Imleria,badia,,,,,(Fr.) Vizzini,The taxon in North America may consist of several taxa.
122090482,Cortinarius caperatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,caperatus,,,,,(Pers.) Fr.,
122090466,Clitopilus prunulus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,ENTOLOMATACEAE,Clitopilus,prunulus,,,,,(Scop.) P.Kumm.,
122090523,Gomphidius glutinosus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,GOMPHIDIACEAE,Gomphidius,glutinosus,,,,,(Schaeff.) Fr.,
122090530,Gomphidius roseus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,GOMPHIDIACEAE,Gomphidius,roseus,,,,,(Fr.) Fr.,
122090544,Hydnum repandum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,CANTHARELLALES,HYDNACEAE,Hydnum,repandum,,,,,L.,"Phylogenetic analysis of <em>Hydnum</em> report <em>H. repandum</em> to be a taxon with a holarctic distribution, and records from North America and the southern hemisphere to be other taxa (Niskanen <em>et al.</em> 2018; Swenie&#160;<em>et al.</em> 2018, Feng <em>et al</em>. 2016). This delimitation is made in this assessment."
122090547,Hygrophorus hypothejus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrophorus,hypothejus,,,,,(Fr.) Fr.,
122090554,Hygrophorus olivaceoalbus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrophorus,olivaceoalbus,,,,,(Fr.) Fr.,
122090565,Hypholoma capnoides,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYMENOGASTRACEAE,Hypholoma,capnoides,,,,,(Fr.) P.Kumm.,
122090512,Flammulina velutipes,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Flammulina,velutipes,,,,,(Curtis) Singer,
122090725,Russula aeruginea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,aeruginea,,,,,Lindblad ex Fr.,
122090728,Russula claroflava,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,claroflava,,,,,Grove,
122090737,Russula decolorans,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,decolorans,,,,,(Fr.) Fr.,
122090744,Russula paludosa,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,paludosa,,,,,Britzelm.,
122090747,Russula vesca,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,vesca,,,,,Fr.,
122090750,Russula vinosa,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,vinosa,,,,,Lindblad,
122090579,Kuehneromyces mutabilis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,STROPHARIACEAE,Kuehneromyces,mutabilis,,,,,(Schaeff.) Singer &amp; A.H.Sm.,
122090785,Suillus bovinus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,SUILLACEAE,Suillus,bovinus,,,,,"(L.) Roussel,",
122090798,Suillus granulatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,SUILLACEAE,Suillus,granulatus,,,,,(L.) Roussel,
122090805,Suillus grevillei,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,SUILLACEAE,Suillus,grevillei,,,,,(Klotzsch) Singer,
122090818,Suillus luteus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,SUILLACEAE,Suillus,luteus,,,,,(L.) Roussel,
122090821,Suillus variegatus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,SUILLACEAE,Suillus,variegatus,,,,,(Sw.) Richon &amp; Roze,
122090350,Cantharellula umbonata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,TRICHOLOMATACEAE,Cantharellula,umbonata,,,,,(J.F.Gmel.) Singer,
76267712,Tricholoma matsutake,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,TRICHOLOMATACEAE,Tricholoma,matsutake,,,,,(S.Ito &amp; S.Imai) Singer,"The phylogeny of the <em>Tricholoma matsutake</em> group has been extensively studied (Chapela and Garbelotto 2004, Ota <em>et al</em>. 2012). The pine forests populations of Europe and Asia apparently belong to one uniform taxon, <em>T. matsutake</em> (=<em>T. nauseosum</em>) (except some European populations in strictly calcareous forests which should be named <em>T. ilkkai</em> (ined.)). In North America two clearly distinct taxa occur; the american matsutake/white matsutake <em>T. magnivelare</em> in western regions, and “the eastern <em>T. magnivelare</em>” (mainly under <em>Pinus ponderosa</em>) which phylogenetically appears to be close or conspecific with the Eurasian <em>T. matsutake&#160;</em>(Chapela and Garbelotto 2004, Voitk 2013). However, this is morphologically deviating (paler basidiocarps), and its genetic affinity to Eurasian matsutakes should be further studied."
